customer_id,month,category,payment_type,spend
CUST132,October,Electronics,UPI,11747.05
CUST170,May,Entertainment,Credit Card,1398.9
CUST007,September,Electronics,Credit Card,11788.23
CUST060,September,Entertainment,UPI,14570.4
CUST157,June,Apparel,Net Banking,735.47
CUST066,June,Entertainment,Credit Card,4996.05
CUST107,September,Electronics,UPI,11673.92
CUST123,September,Apparel,Net Banking,15316.21
CUST022,October,Groceries,Net Banking,1300.26
CUST009,May,Electronics,Net Banking,7475.95
CUST124,May,Apparel,Credit Card,5017.65
CUST065,October,Apparel,UPI,17924.17
CUST027,August,Groceries,Credit Card,1088.54
CUST066,September,Entertainment,Net Banking,5112.19
CUST068,September,Entertainment,Credit Card,3612.15
CUST151,October,Groceries,UPI,16278.35
CUST194,September,Apparel,Debit Card,10369.79
CUST153,July,Entertainment,Debit Card,14911.8
CUST079,July,Electronics,Credit Card,6931.71
CUST031,August,Electronics,Credit Card,12547.3
CUST001,August,Apparel,Debit Card,2199.46
CUST082,June,Entertainment,UPI,2116.13
CUST086,August,Electronics,Net Banking,17709.51
CUST011,July,Travel,Net Banking,5427.21
CUST016,May,Electronics,Debit Card,902.92
CUST164,October,Electronics,Net Banking,14866.22
CUST002,August,Groceries,Net Banking,5940.94
CUST046,October,Electronics,Credit Card,12625.68
CUST093,October,Entertainment,Net Banking,17078.53
CUST111,July,Travel,Net Banking,2358.24
CUST071,September,Travel,Credit Card,3310.51
CUST136,May,Travel,Debit Card,13052.19
CUST105,July,Apparel,Net Banking,3689.98
CUST051,June,Travel,Debit Card,12472.73
CUST016,October,Electronics,Credit Card,15368.67
CUST174,June,Electronics,Credit Card,1495.07
CUST055,August,Groceries,Net Banking,17020.48
CUST039,October,Entertainment,Debit Card,12191.92
CUST073,October,Apparel,Debit Card,11780.71
CUST198,October,Electronics,Net Banking,3968.67
CUST027,August,Entertainment,UPI,7706.11
CUST112,September,Apparel,Debit Card,5957.28
CUST121,July,Electronics,Net Banking,9284.87
CUST063,May,Groceries,Net Banking,12484.48
CUST160,May,Apparel,UPI,17679.32
CUST020,June,Travel,Net Banking,15568.21
CUST013,May,Entertainment,UPI,13720.23
CUST004,October,Entertainment,Net Banking,10931.75
CUST061,May,Electronics,Debit Card,1338.66
CUST138,July,Electronics,Net Banking,9785.09
CUST107,June,Electronics,Credit Card,12735.73
CUST151,September,Entertainment,Credit Card,10284.06
CUST101,June,Apparel,Debit Card,19548.15
CUST198,July,Entertainment,Credit Card,12872.56
CUST185,September,Entertainment,UPI,2245.14
CUST167,June,Travel,Credit Card,2844.43
CUST036,October,Apparel,Net Banking,8534.79
CUST095,June,Apparel,UPI,3793.59
CUST109,June,Apparel,Credit Card,16232.29
CUST044,August,Travel,Credit Card,11141.02
CUST082,July,Travel,Credit Card,16524.84
CUST142,September,Electronics,Credit Card,10011.96
CUST144,May,Apparel,Credit Card,4510.65
CUST082,July,Apparel,UPI,7428.25
CUST084,May,Travel,Net Banking,19229.54
CUST127,July,Travel,Credit Card,11511.16
CUST045,June,Entertainment,Credit Card,17372.19
CUST078,October,Groceries,UPI,2908.33
CUST117,September,Travel,UPI,3205.4
CUST160,May,Apparel,Credit Card,2017.68
CUST143,October,Travel,UPI,16156.78
CUST035,September,Travel,Credit Card,13608.76
CUST186,August,Groceries,Debit Card,8994.14
CUST059,June,Travel,UPI,4550.05
CUST141,October,Travel,Net Banking,1903.36
CUST162,October,Electronics,UPI,3786.37
CUST161,July,Travel,Net Banking,7266.93
CUST161,May,Electronics,Credit Card,4462.87
CUST134,August,Entertainment,Net Banking,8557.13
CUST073,September,Groceries,Net Banking,9505.75
CUST163,July,Electronics,Net Banking,12154.16
CUST100,October,Entertainment,UPI,9706.55
CUST025,October,Travel,Credit Card,12578.36
CUST093,June,Groceries,Net Banking,2397.44
CUST093,September,Groceries,UPI,11660.67
CUST032,October,Electronics,Debit Card,3156.32
CUST084,June,Electronics,Debit Card,11824.88
CUST069,October,Apparel,UPI,7786.39
CUST086,July,Electronics,UPI,5921.13
CUST066,September,Electronics,UPI,17031.6
CUST083,June,Electronics,Debit Card,2746.32
CUST128,July,Groceries,Credit Card,4553.77
CUST079,June,Electronics,UPI,5719.91
CUST181,October,Electronics,UPI,15011.05
CUST118,July,Travel,UPI,18380.84
CUST114,October,Apparel,Net Banking,2656.38
CUST195,July,Entertainment,Net Banking,5092.23
CUST198,October,Electronics,Credit Card,15999.22
CUST032,May,Groceries,Credit Card,2061.02
CUST141,September,Electronics,Credit Card,7940.33
CUST052,July,Entertainment,UPI,8820.88
CUST176,September,Electronics,Debit Card,19392.94
CUST180,July,Apparel,Debit Card,930.08
CUST191,June,Apparel,Credit Card,3657.99
CUST162,September,Travel,UPI,18895.33
CUST139,May,Apparel,Debit Card,8657.75
CUST125,October,Apparel,Credit Card,14133.25
CUST047,July,Travel,Debit Card,7232.25
CUST133,June,Electronics,Debit Card,15830.87
CUST043,August,Travel,UPI,3633.97
CUST039,October,Apparel,Debit Card,4361.26
CUST041,September,Travel,Debit Card,1709.39
CUST076,June,Travel,Credit Card,18489.88
CUST053,June,Entertainment,UPI,1661.13
CUST193,July,Apparel,Credit Card,14344.11
CUST023,July,Electronics,Net Banking,18029.98
CUST043,June,Groceries,Debit Card,7682.03
CUST079,September,Groceries,Debit Card,6629.92
CUST116,August,Travel,Net Banking,3027.68
CUST149,September,Entertainment,Credit Card,14257.28
CUST022,June,Travel,Net Banking,16127.49
CUST072,September,Electronics,Debit Card,10511.81
CUST112,June,Apparel,Credit Card,6801.83
CUST022,October,Travel,Credit Card,12486.42
CUST119,August,Travel,Credit Card,16362.09
CUST062,June,Travel,Net Banking,13067.69
CUST153,October,Entertainment,Debit Card,5927.37
CUST126,September,Travel,Debit Card,18041.06
CUST020,June,Groceries,Net Banking,5759.28
CUST124,June,Groceries,Credit Card,16718.16
CUST118,May,Groceries,Debit Card,7250.31
CUST048,August,Apparel,Credit Card,12150.75
CUST069,July,Entertainment,Debit Card,17778.04
CUST169,October,Apparel,UPI,13126.45
CUST108,September,Electronics,Credit Card,2077.88
CUST157,August,Apparel,Net Banking,2700.84
CUST149,October,Entertainment,Net Banking,12255.02
CUST171,July,Apparel,Debit Card,10670.21
CUST035,July,Travel,Debit Card,15436.89
CUST200,September,Electronics,Credit Card,19176.57
CUST187,October,Electronics,Credit Card,2559.81
CUST068,May,Electronics,UPI,8873.66
CUST199,May,Entertainment,UPI,9199.59
CUST037,July,Apparel,Net Banking,18850.36
CUST088,July,Electronics,UPI,10842.01
CUST181,May,Electronics,UPI,8424.87
CUST122,June,Travel,Net Banking,18073.33
CUST134,September,Travel,Debit Card,11006.95
CUST111,October,Travel,Debit Card,9316.71
CUST124,July,Apparel,Debit Card,17092.87
CUST038,June,Groceries,Net Banking,16122.27
CUST060,July,Groceries,Debit Card,583.72
CUST070,October,Entertainment,Credit Card,15129.55
CUST112,October,Electronics,UPI,16985.39
CUST102,May,Electronics,UPI,16128.75
CUST181,June,Electronics,Net Banking,9092.55
CUST107,May,Travel,Net Banking,19309.22
CUST056,August,Electronics,Debit Card,3380.24
CUST141,June,Electronics,Debit Card,11432.53
CUST036,July,Groceries,Credit Card,1670.43
CUST128,May,Electronics,Net Banking,7904.14
CUST071,June,Electronics,Credit Card,17838.87
CUST033,May,Groceries,Credit Card,12829.97
CUST104,August,Entertainment,Debit Card,5294.12
CUST164,September,Apparel,UPI,12728.16
CUST162,August,Entertainment,Debit Card,9018.56
CUST178,July,Travel,Net Banking,16544.88
CUST186,October,Electronics,Credit Card,17408.64
CUST047,October,Groceries,UPI,6014.96
CUST174,October,Electronics,UPI,8488.17
CUST064,September,Travel,UPI,10994.38
CUST034,June,Entertainment,Debit Card,12439.59
CUST085,August,Groceries,UPI,763.28
CUST138,October,Electronics,Net Banking,806.33
CUST011,June,Travel,Net Banking,12134.94
CUST002,September,Apparel,UPI,17228.48
CUST063,June,Travel,UPI,15571.05
CUST053,August,Entertainment,Credit Card,5070.53
CUST135,May,Electronics,Debit Card,11084.07
CUST097,August,Apparel,Credit Card,15888.73
CUST021,October,Electronics,Net Banking,8644.44
CUST083,October,Entertainment,Credit Card,11978.85
CUST175,June,Groceries,Net Banking,17563.91
CUST124,May,Groceries,UPI,19420.27
CUST030,May,Apparel,Net Banking,15334.94
CUST123,June,Travel,Credit Card,2638.73
CUST027,June,Groceries,Debit Card,2807.66
CUST113,September,Electronics,UPI,11493.54
CUST057,July,Electronics,UPI,17061.46
CUST005,August,Travel,Credit Card,9616.88
CUST060,May,Electronics,Credit Card,11630.45
CUST011,September,Travel,Net Banking,14545.7
CUST037,May,Entertainment,UPI,14499.92
CUST056,June,Entertainment,Net Banking,7049.81
CUST082,September,Travel,Debit Card,15620.79
CUST003,August,Entertainment,Debit Card,5830.92
CUST098,July,Travel,Debit Card,2318.79
CUST076,June,Apparel,Debit Card,6187.17
CUST181,June,Entertainment,Credit Card,14542.63
CUST147,May,Groceries,Net Banking,18855.71
CUST015,June,Electronics,UPI,19512.9
CUST034,September,Travel,UPI,6154.76
CUST009,October,Entertainment,Credit Card,11703.24
CUST018,May,Apparel,UPI,5940.88
CUST166,June,Electronics,Credit Card,10784.35
CUST072,September,Groceries,UPI,19963.39
CUST006,October,Groceries,Credit Card,10031.72
CUST074,October,Entertainment,Credit Card,16323.66
CUST070,September,Apparel,Credit Card,10510.22
CUST050,September,Apparel,Debit Card,4447.08
CUST067,October,Apparel,Credit Card,17194.18
CUST091,October,Groceries,Net Banking,2772.02
CUST179,September,Travel,Net Banking,13505.6
CUST010,September,Electronics,Debit Card,2233.95
CUST175,May,Groceries,UPI,622.22
CUST115,August,Entertainment,Credit Card,7157.74
CUST058,June,Electronics,Credit Card,19242.83
CUST070,June,Groceries,Credit Card,8755.38
CUST068,August,Apparel,UPI,10349.53
CUST170,May,Electronics,Net Banking,7308.66
CUST099,May,Electronics,UPI,6081.12
CUST181,October,Entertainment,Debit Card,7460.71
CUST091,July,Apparel,Net Banking,1565.68
CUST084,September,Electronics,Credit Card,727.85
CUST180,September,Entertainment,Net Banking,5405.62
CUST057,October,Entertainment,Net Banking,963.05
CUST138,June,Entertainment,Debit Card,16722.93
CUST160,May,Groceries,Debit Card,10428.61
CUST076,May,Electronics,Net Banking,13263.65
CUST131,May,Groceries,Debit Card,14495.95
CUST055,August,Travel,UPI,12707.32
CUST192,May,Entertainment,Net Banking,2319.06
CUST076,September,Electronics,Credit Card,19808.08
CUST072,October,Apparel,Net Banking,12394.21
CUST086,May,Electronics,UPI,9982.41
CUST055,June,Electronics,Net Banking,19328.96
CUST042,June,Apparel,UPI,11555.34
CUST009,May,Apparel,Credit Card,6686.5
CUST040,August,Electronics,Net Banking,6219.1
CUST190,May,Entertainment,UPI,16782.37
CUST040,October,Apparel,Net Banking,18486.56
CUST120,August,Entertainment,Net Banking,6201.59
CUST003,August,Entertainment,Debit Card,14547.31
CUST073,October,Travel,UPI,18726.33
CUST052,May,Groceries,UPI,12399.66
CUST194,September,Groceries,Credit Card,4960.01
CUST031,May,Travel,UPI,6443.64
CUST125,August,Entertainment,Debit Card,5492.01
CUST155,August,Apparel,Credit Card,19586.39
CUST059,August,Electronics,Debit Card,10541.44
CUST008,June,Entertainment,Credit Card,14795.06
CUST129,July,Travel,UPI,9725.37
CUST192,August,Groceries,Credit Card,2604.37
CUST191,June,Travel,Net Banking,14581.45
CUST197,July,Apparel,Credit Card,8954.35
CUST039,June,Apparel,Credit Card,14535.94
CUST195,August,Electronics,Net Banking,15493.28
CUST143,September,Electronics,Debit Card,6121.83
CUST179,July,Apparel,Debit Card,17439.22
CUST069,August,Electronics,UPI,11984.32
CUST039,August,Groceries,UPI,3441.54
CUST087,September,Apparel,Credit Card,1788.8
CUST032,August,Groceries,Credit Card,13041.65
CUST092,September,Apparel,Debit Card,16861.86
CUST180,August,Apparel,Net Banking,16281.41
CUST027,September,Entertainment,Credit Card,3341.6
CUST151,July,Electronics,UPI,16810.55
CUST125,May,Entertainment,Debit Card,18880.2
CUST059,August,Groceries,Credit Card,5160.64
CUST193,August,Travel,UPI,7587.73
CUST030,May,Apparel,Net Banking,8829.33
CUST072,July,Groceries,Net Banking,2851.39
CUST033,October,Electronics,Debit Card,14888.68
CUST123,May,Apparel,UPI,13894.02
CUST004,August,Groceries,Net Banking,5269.72
CUST035,May,Electronics,Net Banking,6708.63
CUST035,June,Travel,Debit Card,11169.83
CUST095,September,Groceries,Net Banking,4632.19
CUST018,June,Electronics,Net Banking,10732.25
CUST142,May,Apparel,Credit Card,17499.66
CUST104,June,Entertainment,Credit Card,17380.15
CUST092,August,Groceries,Debit Card,14288.03
CUST077,July,Apparel,Credit Card,1766.82
CUST112,May,Entertainment,Credit Card,15881.81
CUST137,October,Apparel,UPI,16665.63
CUST060,August,Electronics,Debit Card,2779.02
CUST006,May,Apparel,UPI,13005.38
CUST128,September,Groceries,Net Banking,17865.85
CUST036,July,Apparel,Net Banking,1140.95
CUST002,July,Electronics,UPI,11552.72
CUST049,August,Groceries,UPI,15181.99
CUST141,May,Electronics,Credit Card,10353.91
CUST041,June,Apparel,Debit Card,7405.77
CUST085,September,Travel,Debit Card,3922.81
CUST070,September,Groceries,UPI,17646.71
CUST119,June,Travel,Debit Card,14963.81
CUST113,October,Entertainment,Debit Card,945.13
CUST158,October,Electronics,Debit Card,1331.92
CUST021,May,Apparel,UPI,11393.45
CUST007,August,Apparel,Debit Card,12352.15
CUST081,May,Groceries,Net Banking,9864.21
CUST181,June,Groceries,Debit Card,6503.31
CUST029,October,Electronics,Net Banking,6877.71
CUST187,May,Electronics,UPI,19563.79
CUST118,July,Apparel,Debit Card,10631.58
CUST011,September,Entertainment,Net Banking,11800.68
CUST108,September,Electronics,Net Banking,17662.24
CUST148,July,Electronics,Debit Card,11084.37
CUST083,September,Entertainment,Net Banking,16518.46
CUST067,May,Entertainment,Net Banking,14488.11
CUST103,July,Travel,Debit Card,4291.87
CUST013,August,Entertainment,Net Banking,4350.68
CUST158,May,Electronics,Credit Card,8650.82
CUST120,May,Travel,UPI,16831.81
CUST170,June,Electronics,UPI,4889.81
CUST061,September,Electronics,Credit Card,2517.63
CUST128,June,Travel,Net Banking,12966.9
CUST168,July,Electronics,Debit Card,13607.07
CUST075,May,Electronics,UPI,2799.71
CUST037,August,Groceries,Net Banking,6756.36
CUST038,June,Electronics,Credit Card,2375.49
CUST142,May,Travel,Net Banking,551.78
CUST190,September,Groceries,Debit Card,2439.83
CUST139,October,Travel,Net Banking,7487.1
CUST011,June,Travel,Debit Card,18742.66
CUST105,May,Apparel,Net Banking,10345.33
CUST127,September,Entertainment,Debit Card,6740.51
CUST163,May,Travel,Net Banking,2915.83
CUST011,July,Entertainment,UPI,14336.64
CUST167,July,Apparel,UPI,11066.01
CUST025,May,Travel,Credit Card,1612.92
CUST148,May,Travel,Credit Card,17218.04
CUST065,July,Groceries,UPI,5298.7
CUST024,July,Entertainment,Debit Card,12608.91
CUST053,August,Travel,Net Banking,10636.4
CUST092,June,Entertainment,UPI,19771.08
CUST173,October,Travel,Debit Card,15739.25
CUST068,August,Entertainment,UPI,10609.11
CUST103,July,Entertainment,Net Banking,2670.69
CUST112,May,Electronics,Net Banking,3826.86
CUST171,July,Electronics,Debit Card,8341.69
CUST012,May,Groceries,Credit Card,891.9
CUST154,September,Entertainment,UPI,19435.1
CUST134,May,Apparel,Debit Card,12041.12
CUST052,July,Apparel,Net Banking,16812.8
CUST133,October,Travel,Net Banking,9211.05
CUST115,October,Entertainment,UPI,9624.02
CUST050,September,Apparel,Debit Card,1408.24
CUST087,October,Electronics,Credit Card,6916.91
CUST125,May,Apparel,UPI,4274.14
CUST138,May,Entertainment,Net Banking,7034.7
CUST088,May,Electronics,UPI,6617.57
CUST158,August,Groceries,Debit Card,17795.64
CUST089,May,Travel,Credit Card,1687.02
CUST091,June,Apparel,UPI,14898.26
CUST073,July,Electronics,UPI,3554.12
CUST189,August,Entertainment,Debit Card,16023.23
CUST170,September,Travel,Credit Card,18552.71
CUST019,July,Apparel,UPI,5619.24
CUST015,July,Apparel,UPI,17630.28
CUST145,August,Entertainment,Net Banking,16623.31
CUST112,August,Electronics,UPI,8135.31
CUST170,July,Apparel,Credit Card,9211.66
CUST118,September,Groceries,UPI,14129.07
CUST165,October,Electronics,Credit Card,4939.24
CUST127,August,Groceries,Net Banking,13717.57
CUST172,May,Apparel,UPI,15062.39
CUST048,May,Apparel,Credit Card,6830.44
CUST027,August,Groceries,Credit Card,14281.71
CUST148,July,Groceries,Debit Card,16899.03
CUST075,September,Apparel,Credit Card,17203.97
CUST143,May,Travel,Debit Card,1649.53
CUST108,October,Entertainment,UPI,5460.33
CUST074,October,Apparel,Debit Card,2747.43
CUST047,May,Apparel,UPI,4212.34
CUST193,May,Travel,UPI,16486.63
CUST072,August,Apparel,Debit Card,2277.25
CUST158,May,Electronics,Credit Card,10093.76
CUST328,May,Groceries,Net Banking,6620.15
CUST228,October,Apparel,Credit Card,13074.43
CUST344,May,Groceries,Debit Card,9183.29
CUST015,July,Apparel,Credit Card,4163.74
CUST099,May,Entertainment,Credit Card,17171.05
CUST488,July,Travel,UPI,11233.12
CUST051,May,Entertainment,Net Banking,13999.43
CUST294,September,Electronics,UPI,12567.23
CUST343,May,Electronics,UPI,4984.97
CUST491,June,Apparel,Net Banking,11440.23
CUST382,May,Apparel,Net Banking,5509.12
CUST032,May,Travel,Credit Card,15594.33
CUST353,August,Electronics,UPI,5311.19
CUST398,June,Travel,UPI,13297.7
CUST045,June,Groceries,Debit Card,3301.46
CUST130,July,Entertainment,Credit Card,1079.07
CUST022,May,Groceries,Net Banking,4556.7
CUST453,October,Electronics,Net Banking,10518.17
CUST360,May,Travel,Debit Card,12648.01
CUST035,October,Travel,Credit Card,11451.86
CUST004,May,Electronics,Debit Card,2843.66
CUST233,August,Entertainment,UPI,1574.67
CUST005,September,Entertainment,Credit Card,917.88
CUST148,October,Electronics,Credit Card,19564.38
CUST340,October,Electronics,Credit Card,13969.22
CUST352,June,Apparel,Net Banking,9354.12
CUST401,August,Groceries,Debit Card,10836.01
CUST354,May,Apparel,Net Banking,11844.02
CUST320,May,Apparel,Net Banking,11591.57
CUST322,August,Apparel,Debit Card,15136.11
CUST025,August,Travel,Credit Card,1179.62
CUST092,July,Electronics,Debit Card,3255.19
CUST242,October,Electronics,Debit Card,11052.18
CUST125,May,Travel,Net Banking,2539.19
CUST490,August,Groceries,Net Banking,18328.53
CUST022,September,Entertainment,Debit Card,4786.71
CUST347,October,Electronics,UPI,5219.8
CUST022,October,Entertainment,Net Banking,591.11
CUST456,June,Electronics,Credit Card,16817.33
CUST052,October,Entertainment,Credit Card,18736.76
CUST495,May,Travel,Credit Card,664.33
CUST481,May,Travel,Credit Card,2120.33
CUST299,May,Apparel,Credit Card,16162.13
CUST377,October,Groceries,Credit Card,6601.1
CUST014,May,Entertainment,UPI,7721.61
CUST320,May,Entertainment,Debit Card,1524.55
CUST294,July,Travel,Debit Card,1064.58
CUST407,June,Groceries,Net Banking,17766.69
CUST025,August,Electronics,Debit Card,19523.33
CUST162,June,Travel,Net Banking,8854.15
CUST079,July,Apparel,UPI,5565.3
CUST151,June,Electronics,Credit Card,16702.86
CUST416,May,Electronics,UPI,5217.34
CUST145,August,Travel,Net Banking,13664.96
CUST128,September,Apparel,Net Banking,5285.07
CUST298,May,Travel,Net Banking,1974.7
CUST490,June,Groceries,Credit Card,14122.58
CUST151,June,Electronics,UPI,4433.73
CUST075,July,Entertainment,Net Banking,16260.26
CUST001,May,Travel,Debit Card,6224.67
CUST356,July,Apparel,Net Banking,1405.09
CUST214,May,Travel,Credit Card,8660.09
CUST445,July,Entertainment,Debit Card,9600.86
CUST283,June,Entertainment,UPI,10298.01
CUST421,June,Electronics,Credit Card,4327.53
CUST337,June,Apparel,Net Banking,9141.09
CUST393,July,Apparel,UPI,9570.34
CUST271,May,Electronics,Debit Card,17598.59
CUST406,May,Entertainment,UPI,17386.13
CUST435,August,Electronics,Net Banking,632.87
CUST314,October,Electronics,Credit Card,676.11
CUST486,May,Travel,Credit Card,12212.52
CUST289,July,Apparel,Net Banking,9799.31
CUST429,September,Travel,UPI,10514.87
CUST367,July,Groceries,UPI,6382.42
CUST142,May,Entertainment,Debit Card,10601.3
CUST156,October,Electronics,Credit Card,13797.92
CUST165,June,Groceries,UPI,12089.6
CUST428,August,Entertainment,Credit Card,16357.84
CUST012,July,Electronics,Debit Card,19950.53
CUST420,July,Groceries,UPI,2180.04
CUST264,September,Travel,Debit Card,14282.01
CUST069,May,Groceries,Net Banking,2119.43
CUST191,October,Travel,Debit Card,16793.16
CUST036,July,Travel,Credit Card,18707.39
CUST080,June,Travel,Credit Card,6359.39
CUST338,July,Groceries,Credit Card,11008.51
CUST097,May,Electronics,Debit Card,19146.87
CUST161,May,Travel,Credit Card,8145.65
CUST353,October,Entertainment,UPI,11237.08
CUST077,June,Travel,Debit Card,14775.13
CUST254,June,Groceries,Net Banking,7956.05
CUST498,October,Travel,Net Banking,13865.26
CUST277,June,Travel,Debit Card,5118.4
CUST286,October,Apparel,UPI,19345.88
CUST283,May,Electronics,Credit Card,11974.25
CUST111,September,Groceries,Debit Card,18303.45
CUST393,October,Electronics,UPI,2682.55
CUST062,July,Entertainment,Debit Card,13374.46
CUST247,June,Electronics,Debit Card,8712.64
CUST037,July,Travel,Credit Card,1501.4
CUST236,September,Entertainment,Credit Card,15217.38
CUST419,June,Entertainment,Net Banking,7427.27
CUST404,August,Entertainment,UPI,14720.32
CUST434,October,Apparel,UPI,18636.48
CUST430,May,Travel,Debit Card,5773.65
CUST160,September,Electronics,Debit Card,6315.81
CUST429,August,Apparel,Credit Card,7336.94
CUST020,October,Electronics,Net Banking,18871.11
CUST441,August,Travel,Credit Card,19044.68
CUST205,June,Groceries,Net Banking,19417.65
CUST310,August,Apparel,Debit Card,2498.7
CUST471,October,Groceries,UPI,19031.03
CUST080,June,Electronics,Credit Card,12835.81
CUST254,May,Electronics,Credit Card,12038.96
CUST219,October,Electronics,UPI,2872.07
CUST432,June,Groceries,Debit Card,10103.64
CUST213,August,Groceries,Net Banking,8411.43
CUST255,May,Electronics,UPI,5639.91
CUST020,May,Entertainment,Credit Card,15311.02
CUST469,June,Entertainment,UPI,12262.39
CUST064,October,Apparel,UPI,19064.63
CUST035,July,Apparel,Debit Card,3934.47
CUST399,September,Groceries,Net Banking,7151.29
CUST153,May,Apparel,Debit Card,12902.97
CUST005,June,Apparel,Net Banking,15075.36
CUST141,August,Electronics,Credit Card,6387.05
CUST081,September,Apparel,UPI,4363.66
CUST132,July,Groceries,UPI,15147.12
CUST239,May,Entertainment,Credit Card,10730.02
CUST227,June,Entertainment,Credit Card,4040.43
CUST208,October,Travel,Credit Card,2459.12
CUST165,May,Entertainment,UPI,4038.41
CUST025,August,Electronics,Debit Card,19605.26
CUST417,June,Travel,Credit Card,6020.74
CUST194,October,Travel,Credit Card,16322.99
CUST090,June,Electronics,UPI,12028.61
CUST277,August,Apparel,Debit Card,14804.97
CUST080,October,Apparel,Debit Card,19978.8
CUST152,September,Travel,UPI,18289.8
CUST382,June,Apparel,UPI,5769.0
CUST273,May,Travel,Net Banking,8722.81
CUST123,August,Entertainment,Debit Card,11897.53
CUST488,July,Entertainment,Net Banking,3250.58
CUST160,May,Entertainment,Net Banking,5796.22
CUST184,October,Apparel,Net Banking,8739.07
CUST334,July,Electronics,Credit Card,19947.01
CUST467,September,Apparel,UPI,6801.47
CUST185,May,Travel,UPI,5853.4
CUST285,August,Apparel,Credit Card,9084.63
CUST140,August,Electronics,UPI,16939.05
CUST389,August,Electronics,Net Banking,18728.61
CUST292,August,Electronics,UPI,3578.37
CUST300,May,Groceries,UPI,16794.03
CUST494,August,Groceries,Net Banking,4980.58
CUST005,October,Apparel,Debit Card,8898.6
CUST070,July,Groceries,UPI,14390.89
CUST315,August,Electronics,Net Banking,9890.19
CUST060,October,Electronics,Credit Card,19559.16
CUST279,July,Groceries,Debit Card,3858.06
CUST323,August,Apparel,Net Banking,19108.03
CUST145,October,Groceries,Credit Card,14158.38
CUST231,September,Travel,UPI,4891.66
CUST410,October,Travel,Net Banking,1915.8
CUST014,September,Groceries,Net Banking,1257.79
CUST303,August,Groceries,Net Banking,19625.29
CUST006,September,Travel,Credit Card,4981.8
CUST119,June,Groceries,UPI,13171.84
CUST065,August,Apparel,Debit Card,18915.74
CUST376,October,Electronics,Debit Card,10388.9
CUST356,June,Groceries,Credit Card,2196.0
CUST031,May,Apparel,Debit Card,13794.95
CUST268,September,Electronics,Debit Card,3770.41
CUST091,June,Groceries,Net Banking,1378.52
CUST413,October,Electronics,Net Banking,17534.84
CUST308,August,Entertainment,Debit Card,15728.36
CUST248,May,Electronics,Debit Card,5278.25
CUST040,August,Groceries,Debit Card,18295.75
CUST026,August,Travel,Net Banking,4205.2
CUST092,September,Travel,Credit Card,17073.68
CUST407,September,Groceries,Debit Card,11613.09
CUST149,May,Apparel,UPI,8524.49
CUST158,September,Groceries,Net Banking,4487.46
CUST477,September,Groceries,UPI,16022.0
CUST349,August,Groceries,Credit Card,15794.82
CUST433,July,Travel,UPI,16711.86
CUST285,May,Apparel,Credit Card,13605.56
CUST202,August,Entertainment,Credit Card,13225.44
CUST456,October,Groceries,Credit Card,19081.46
CUST111,July,Electronics,Credit Card,14896.87
CUST118,June,Entertainment,UPI,14938.81
CUST214,September,Entertainment,UPI,5907.59
CUST113,August,Entertainment,Credit Card,18340.86
CUST305,August,Electronics,UPI,14154.97
CUST212,October,Entertainment,Net Banking,3163.9
CUST049,July,Groceries,Debit Card,9508.06
CUST316,July,Electronics,UPI,19768.32
CUST276,August,Entertainment,Credit Card,2079.77
CUST266,July,Entertainment,Credit Card,18383.66
CUST119,August,Travel,Net Banking,3296.0
CUST089,September,Apparel,Debit Card,622.83
CUST368,September,Travel,Credit Card,1147.22
CUST078,July,Groceries,Net Banking,18666.36
CUST128,June,Groceries,UPI,9245.91
CUST413,July,Electronics,Credit Card,19679.67
CUST468,August,Travel,Debit Card,19056.35
CUST294,May,Groceries,Debit Card,16124.22
CUST325,July,Travel,UPI,18267.14
CUST014,October,Apparel,UPI,8621.48
CUST336,June,Travel,Net Banking,13652.66
CUST094,September,Groceries,Debit Card,9316.83
CUST081,May,Apparel,Net Banking,1198.37
CUST181,October,Groceries,UPI,516.74
CUST221,July,Travel,UPI,12450.21
CUST439,May,Entertainment,Credit Card,9858.48
CUST353,July,Entertainment,Net Banking,2055.64
CUST291,September,Groceries,Net Banking,2460.59
CUST338,May,Entertainment,UPI,6929.72
CUST431,June,Electronics,UPI,19630.69
CUST157,October,Electronics,Debit Card,5814.2
CUST139,July,Electronics,Net Banking,895.82
CUST268,August,Groceries,Debit Card,2402.11
CUST439,October,Entertainment,Credit Card,8966.13
CUST070,August,Apparel,Debit Card,10944.16
CUST365,August,Entertainment,Net Banking,4827.85
CUST124,May,Entertainment,Credit Card,2945.94
CUST384,September,Travel,Net Banking,19918.72
CUST448,July,Apparel,Credit Card,17807.29
CUST035,September,Entertainment,Debit Card,14317.23
CUST385,July,Groceries,Net Banking,2459.94
CUST056,July,Entertainment,UPI,684.51
CUST168,June,Electronics,UPI,753.19
CUST344,September,Entertainment,UPI,1536.83
CUST424,June,Groceries,Debit Card,12637.94
CUST297,August,Entertainment,Debit Card,6757.6
CUST046,July,Entertainment,Debit Card,17751.02
CUST231,May,Groceries,Net Banking,4022.09
CUST119,June,Electronics,Debit Card,14982.07
CUST419,August,Entertainment,Net Banking,10575.55
CUST085,July,Electronics,Debit Card,7094.93
CUST217,September,Travel,Net Banking,12115.3
CUST320,July,Apparel,Debit Card,1884.18
CUST500,September,Entertainment,Credit Card,14552.69
CUST395,May,Entertainment,Net Banking,8344.86
